,Region,Country,IncomeGroup,IDA Status,Financial closure year,Financial closure Month,Project name,RelatedNames,Type_of_PPI,Subtype of PPI,Project status,dateStatusUpdated,Primary_sector,Subsector,Segment,Location,ContractPeriod,GovtGrantingContract,DirectGovtSupport,DirectGovtSupportValue,InDirectGovtSupport,InDirectGovtSupportValue,Total Equity,InvestmentYear,PercentPrivate,FeesToGovernment,PhysicalAssets,TotalInvestment,CapacityType,Capacity,Technology,RelatedProjects,BidCriteria,AwardMethod,NumberOfBids,Sponsors,Main Revenue Source,Other Revenue Source,MultiLateralSupport,BiLateralSupport,TotalDebtFunding,DebtEquityGrantRatio,ProjectBanks,UnsolicitedProposal,PublicDisclosure,State_Abv,State_Code
57,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,May,Taicang Xiexing Thermal Power Co.,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,"Taicang, Jiangsu Province",Not Available,Not Available,Not Available,,Not Available,,,1996,Not Available,0,0,Not Available,Not Available,Not Available,Geothermal,,Not Applicable,Not Available,,Continental Mariner Investment Co. Ltd. (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,RI,46
58,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,May,Taicang Xiexing Thermal Power Co.,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,"Taicang, Jiangsu Province",Not Available,Not Available,Not Available,,Not Available,,,1998,51,4.8,0,4.8,MW,30,Geothermal,,Not Applicable,Not Available,,Continental Mariner Investment Co. Ltd. (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,NV,6
59,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,September,Tangshan Sithe Thermal Power Co. Ltd.,,Greenfield project,"Build, operate, and transfer",Cancelled,,Energy,Electricity,Electricity generation,"Tangshan, Sanghe, Hebei Province",20,Not Available,Not Available,,Not Available,,,1996,70,0,174,174,MW,100,Coal,,,Not Available,,"American International Group (AIG) (Not Available / 18% / United States), 
Government of Singapore Investment Corp. (Not Available / 18% / Singapore)",Not Applicable,,No,No,,,,Yes,No,TX,20
60,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,November,Wuhan Xianglong Power Industry Co.,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,"Wuhan, Hubei Province",Not Available,Not Available,Not Available,,Not Available,,,1996,Not Available,76.5,0,76.5,MW,49,Coal,,,Not Available,,Others (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,WA,30
61,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,April,Wuhu Zhaoda Electric Power Development Company,Wuhu Grassy Lake,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Wuhu City, Anhui Province",Not Available,Not Available,Not Available,,Not Available,,,1996,25,0,115,115,MW,250,Coal,,,Not Available,,AES Corporation (Not Available / 25% / United States),Not Applicable,,No,No,,,,Yes,No,PA,34
62,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,June,Wuxi-AES-Carec Gas Turbine Power Co. Ltd.,"Wuxi-AES-Zhonghan Power Co. Ltd., Wuxi Tin Hill",Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Wuxi, Jiangsu Province",Not Available,Not Available,Not Available,,Not Available,,,1996,55,0,44,44,MW,63,Diesel,,,Not Available,,AES Corporation (Not Available / Not Available% / United States),Not Applicable,,No,No,,,,Yes,No,AL,6
63,East Asia and Pacific,China,Upper middle income,Non-IDA,1996,December,Zhabei Oil-Fired Power Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Zhabei, Shanghai",17,Not Available,Not Available,,Not Available,,,1996,30,0,250,250,MW,400,Diesel,,,Not Available,,General Electric Capital (Not Available / Not Available% / United States),Not Applicable,,No,No,,,Other Foreign Bank(s)  (Not Available / Not Available / $Not Available),Yes,No,OR,7
64,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,February,Beijing Datang Power Generation Company Ltd.,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Beijing,Not Available,Not Available,Not Available,,Not Available,,,1997,25,404.635,0,404.635,MW,3150,Coal,,,Not Available,,"NWS Holdings Limited (Not Available / Not Available% / Hong Kong, China)",Not Applicable,,No,No,,,,Yes,No,RI,44
65,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,October,Changhong Thermal Power Plant,Zhenjiang Changhong Thermal Power Cy Ltd.,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Zhenjiang, Jiangsu Province",Not Available,Not Available,Not Available,,Not Available,,,1997,65,0,20,20,MW,27,Coal,,,Not Available,,SUEZ (Not Available / 65% / France),Not Applicable,,No,No,,,,Yes,No,TN,50
66,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Changzhou City Combined-Cycle Power Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Changzhou City, Jiangsu Province",20,Not Available,Not Available,,Not Available,,,1997,80,0,20.3,20.3,MW,45,Diesel,,,Not Available,,Others (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,OR,47
67,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Dalian Northeast Heating & Power Development Co.,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,"Dalian, Liaoning Province",Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,18.2,0,18.2,MW,Not Available,Coal,,,Not Available,,Others (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,MO,7
68,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,June,Fushun City Power and Water Treatment Projects,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,"Electricity, Treatment plant","Electricity generation, <br/>Potable water treatment plant","Fushun City, Liaoning Province",18,Not Available,Not Available,,Not Available,,,1997,69,0,78.3,78.3,MW,150,"Coal, N/A",,,Not Available,,"Cheung Kong Infrastructure Holdings Ltd (Not Available / Not Available% / Hong Kong, China)",Not Applicable,,No,No,,,,Yes,No,NY,5
69,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,January,Fushun Cogen Power Plant,,Brownfield,"Build, rehabilitate, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Fushun, Liaoning Province",20,Not Available,Not Available,,Not Available,,,1997,60,7.4,95.7,103.1,MW,150,Coal,,,Not Available,,"Cheung Kong Infrastructure Holdings Ltd (Not Available / Not Available% / Hong Kong, China)",Not Applicable,,No,No,,,,Yes,No,SC,38
70,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Fuyang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,0,5.2,5.2,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 80% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,MA,50
71,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Fuyang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1998,Not Available,0,5.2,5.2,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 80% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,UT,50
72,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Fuyang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1999,Not Available,0,5.2,5.2,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 80% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,GA,8
73,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Fuyang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,2000,80,0,5.2,5.2,MW,65,Coal,,,Not Available,,International Power (Not Available / 80% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,NY,16
74,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,June,Hanfeng Power Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Handan, Hebei Province",20,Not Available,Not Available,,Not Available,,,1997,40,0,1065,1065,MW,1320,Coal,,,Not Available,,"Hamburgischen Electricitaets -Werke (Not Available / 16% / ..), 
Siemens AG (Not Available / 24% / Germany)",Not Applicable,,No,No,,,"Local (Not Available / Not Available / $Not Available), 
Banesto (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available)",Yes,No,MA,5
75,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,June,Hefei No. 2 Coal-Fired Power Plant,Anhui Hefei United Power Generation Company,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Hefei, Anhui Province",Not Available,Not Available,Not Available,,Not Available,,,1997,49,0,560,560,MW,604,Coal,,,Not Available,,"United Power (Not Available / Not Available% / ..), 
Singapore Power (Not Available / Not Available% / ..)",Not Applicable,,No,No,,,"Bank of China (Not Available / Not Available / $Not Available), 
China Development Bank (CDB) (Not Available / Not Available / $Not Available), 
China State Development Bank (SDBC) (Not Available / Not Available / $Not Available), 
DBS Bank (Not Available / Not Available / $Not Available), 
KfW (Not Available / Not Available / $Not Available), 
OCBC Bank (Not Available / Not Available / $Not Available)",Yes,No,NJ,11
76,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,February,Jiaxing City Coal-Fired Power Plant,JIES Heat and Power Company,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,Jiaxing City,Not Available,Not Available,Not Available,,Not Available,,,1997,50,0,13,13,MW,36,Coal,,,Not Available,,IES (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,NY,2
77,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Jiaxing Jin Jiang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,0,5,5,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 68% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,NC,43
78,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Jiaxing Jin Jiang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1998,Not Available,0,5,5,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 68% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,MA,11
79,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Jiaxing Jin Jiang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1999,Not Available,0,5,5,Not Available,Not Available,Coal,,,Not Available,,International Power (Not Available / 68% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,GA,22
80,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,March,Jiaxing Jin Jiang Power Plant,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,2000,68,0,5,5,MW,70,Coal,,,Not Available,,International Power (Not Available / 68% / United Kingdom),Not Applicable,,No,No,,,,Yes,No,MT,2
81,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,September,Laibin B Power Plant,Guangxi Laibin B Power Plant,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,Guangxi Zhuang Autonomous Region,18,Not Available,Not Available,,Not Available,,,1997,100,0,600,600,MW,720,Coal,,,Not Available,,"GEC Alsthom (Not Available / Not Available% / ..), 
Electricite de France (Not Available / 85% / France)",Not Applicable,,No,No,,,Other Commercial Bank  (Not Available / Not Available / $Not Available),Yes,No,NH,29
82,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,April,Luannan Coal-Fired Power Plant,Panda Global Energy Company,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Luannan county, Hebei Province,Tangshan Municipality",22,Not Available,Not Available,,Not Available,,,1997,100,0,155.2,155.2,MW,100,Coal,,,Not Available,,Panda Energy International Inc. (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,FL,41
83,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,April,Nanyang General Light Electric Co. Ltd.,AEP Pushan Power,Greenfield project,"Build, operate, and transfer",Cancelled,,Energy,Electricity,Electricity generation,"Nanyang City, Henan Province",Not Available,Not Available,Not Available,,Not Available,,,1997,70,0,172,172,MW,250,Coal,,,Not Available,,American Electric Power (AEP) (Not Available / 70% / United States),Not Applicable,,No,No,,,,Yes,No,CA,13
84,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,August,Nuon Nan'ao Wind Farm,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Nan'ao Island, Guangdong",20,Not Available,Not Available,,Not Available,,,1997,55,0,30,30,MW,24,Wind,,,Not Available,,"Nuon (Not Available / Not Available% / Netherlands), 
China Fuling Wind Power Development Corporation (Not Available / Not Available% / ..), 
Nan&#39;ao Zhenneng Wind Power Development Corporation (Not Available / Not Available% / ..)",Not Applicable,,No,No,,,,Yes,No,CA,27
85,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,December,Ogden Cogeneration Facilities - Shanghai Region,,Divestiture,Partial,Active,,Energy,Electricity,Electricity generation,"Yanjiang, Huantai, Taixing and Lin'an, Shanghai Province",Not Available,Not Available,Not Available,,Not Available,,,1997,60,54.2,0,54.2,MW,96,Coal,,,Not Available,,Ogden Corporation (Not Available / Not Available% / United States),Not Applicable,,No,No,,,,Yes,No,MT,36
86,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,June,Shanxi Zhangze Electric Power Co.,,Divestiture,Partial,Active,,Energy,Electricity,"Electricity distribution, generation, and transmission","Changzhi, Shanxi Province",Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,108.5,0,108.5,MW,Not Available,"Coal, Hydro, Large (>50MW)",,Not Applicable,Not Available,,Others (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,RI,36
87,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,June,Sichuan Mingxing Electric Power Co.,,Divestiture,Partial,Active,,Energy,Electricity,"Electricity distribution, generation, and transmission","Suining, Sichuan Province",Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,13,0,13,MW,Not Available,"Hydro, Large (>50MW)",,Not Applicable,Not Available,,Others (Not Available / Not Available% / ..),Not Applicable,,No,No,,,,Yes,No,TX,22
88,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,October,Sichuan Qianwei Dali Power Plant,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Leshan city, Sichuan Province",25,Not Available,Not Available,,Not Available,,,1997,60,0,30,30,MW,54,Diesel,,,Not Available,,"NWS Holdings Limited (Not Available / Not Available% / Hong Kong, China)",Not Applicable,,No,No,,,,Yes,No,AL,9
89,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,December,Siping Cogen Power Plants,,Greenfield project,"Build, operate, and transfer",Active,,Energy,Electricity,Electricity generation,"Siping, Jilin Province",21,Not Available,Not Available,,Not Available,,,1997,45,0,207.8,207.8,MW,200,Coal,,,Not Available,,"Cheung Kong Infrastructure Holdings Ltd (Not Available / Not Available% / Hong Kong, China)",Not Applicable,,No,No,,,,Yes,No,NH,11
90,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,May,SJZ Yong Tai Power Plant,,Divestiture,Full,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1997,Not Available,11,2.6,13.6,Not Available,Not Available,Coal,,,Not Available,,"Power Pacific (Not Available / 30% / ..), 
International Power (Not Available / 70% / United Kingdom)",Not Applicable,,No,No,,,,Yes,No,MD,1
91,East Asia and Pacific,China,Upper middle income,Non-IDA,1997,May,SJZ Yong Tai Power Plant,,Divestiture,Full,Active,,Energy,Electricity,Electricity generation,Not Available,Not Available,Not Available,Not Available,,Not Available,,,1998,Not Available,0,2.6,2.6,Not Available,Not Available,Coal,,,Not Available,,"Power Pacific (Not Available / 30% / ..), 
International Power (Not Available / 70% / United Kingdom)",Not Applicable,,No,No,,,,Yes,No,TN,7
